Close
1418.73
1534.77
1487.46
1551.39
1552.2
1375.81
1362.27
1231.98
1283.91
1217.64
1257.31
1312.11
1284.56
957.96
974.52
887.41
1165.38
1272.5
1191.14
1274.35
1486.89
1470.55
1657.14
1746.25
1628.63
1603.9
1642.12
1639.13
1621.46
1621.92
1776.64
2032.12
1769.62
1756.75
1748.05
1772.07
2401.54
2553.32
2685.29
2620.99
2462.61
2895.38
2391.56
2421.47
2786.88
2786.65
2584.48
2430.18
2608.69
2711
2432.54
2533.01
2392.41
2779.95
2566.64
2889.52
3108.89
2954.69
2903.12
3257.08
2696.69
3267.17
3923.07
2805.89
2196.64
1862.88
1801.88
1815.43
1966.14
1607.65
1615.03
1423.38
1323.07
1410.06
1464.13
1330.93
1430.1
1501.85
1576.92
1559.93
1434.98
1462.68
1389.78
1359.71
1546.18
1622.57
1735.66
1571.27
1648.51
1683.81
1303.31
1176.97
1236.01
1172.05
1254.53
1185.48
900.78
1212.4
1273.53
1353.99
1388.86
1340.45
1007.42
654.3
622.46
616.3
602.65
630.7
620.45
625.32
587.22
531.83
439.05
448.23
451.92
423.35
367.57
338.2
332.13
326.89
315.6
331.66
323.36
327.44
330.81
339.17
371.73
313.64
314.95
321.96
321.46
313.21
314.9
321.59
314.16
342.21
360.78
363.01
355.75
358.45
404.18
421.19
415.15
432.63
436.77
447.81
457.31
441.83
445.8
421.03
428.5
415.09
416.26
476.05
527.88
479.32
419.86
440.22
424.02
367.04
503.61
510.41
537.81
537.07
547.47
583.1
652.86
638.18
541.71
517.24
607.43
575.9
622.17
588.17
575.21
552.93
596.18
620.9
625.32
641.05
628.11
669.4
690.88
599.63
712.87
754.56
690.24
460.53
300.21
297.86
297.68
298.05
317.09
328.24
275.95
303.89
345.49
319.69
220.66
213.15
233.05
364.05
452.66
380.01
294.46
345.66
384.77
406.05
385.48
365.82
406.9
440.7
413.06
